y
0.925
0.65
0.325
0.85
1
0.5
0.075
0.8
0.275
0.85
0.5
0.575
1
0.925
0.5
0.925
0.45
0.65
0.55
0.85
0.075
0.65
1
0.925
0.5
0.675
0.85
0.075
0.15
0
0.95
0.75
0.5
0.925
0.625
0.25
0.7
0.85
0.775
0.55
0.925
0.075
0.99
0.8
0.7
0.15
0.15
0.85
0.2
0.15
0.85
0
1
0.15
0.65
0.075
1
0.15
1
0.2
0.725
0.8
0.925
0.3
0.825
0.925
0.15
0.075
0.7
0.55
0.65
0.35
0.225
0.75
0
0.45
0.925
0.8
0.65
0.8
0.45
0.925
0.25
1
0.925
0.875
0.85
0.775
0.425
0.05
0.2
0.925
0.425
0
0.8
0.5
0.2
0.75
0.15
0.925
0.8
1
0.075
0.5
0.65
0.925
0.3
0.15
0.925
0.85
0.925
0.15
0.55
1
0.15
0.35
0.675
0.925
0.5
1
0.15
0.5
0.5
0
0.85
0.5
0.7
0.375
0.775
0.85
0.85
0.85
0.15
0.4
0.6
0.45
0.85
0.85
0.925
0.85
0.15
0.275
0.15
0.775
0.15
0.8
0.45
0
0.85
0.075
0.85
0.15
0.2
0.625
0.775
0.2
0.85
0.15
1
0.075
0.925
1
0.925
1
0.45
0.925
0.075
0.8
0.575
0.75
0.45
0.65
0.925
0.15
0.3
0.3
0
0.95
0.845
0.925
0
0.925
0.275
0.055
0.15
0.9
0.95
0.125
0.075
0.865
0.915
0.225
0.075
0.425
0
0.15
0.925
0.075
0.65
0.5
0.25
0.65
0.255
1
0.5
0.975
0.875
1
0.7
0.45
1
0.625
0.93
0.15
0.55
0.225
0.15
0.575
0.85
0.07
0.125
0.075
0
0
0
0.85
0.775
0.395
0.85
0.5
0.355
0
0.925
0.925
0.3
0.5
0.5
0.16
0.45
0.625
0.225
0.28
0.45
0.825
0.85
0.925
0.375
0.8
0.9
0.21
0.925
0.845
0.5
0.925
0
1
0.075
0.15
0.425
0.625
0.2
0.835
0.075
0.675
0.925
0.65
1
0.75
0.615
0.925
0.695
0.8
0
0.205
0.275
0
0
0.785
1
0.925
0.85
0
0.225
0.5
0.5
0.7
0
0.725
0
0.925
0.5
1
0.575
0.085
0.5
0.425
0.2
0.775
0.85
0
0.425
0.575
0.15
0.075
0.925
0.93
0.195
0.995
0.65
0.305
0.675
0.155
0.305
0.095
0.85
0.93
0.675
0.815
0.625
0.9
0.45
0.2
0.575
0.11
0.58
0
1
0
0.65
0.925
0.37
0.075
0.18
0.925
0.99
0.845
0.25
0.325
0.64
0.755
0.6
0.85
0.725
0.085
0.775
0.2
0.875
0.15
0.2
0.375
0.15
0.925
0.04
0.275
1
0.6
0.7
0.575
0.265
0.66
0.085
0.075
0.01
0.775
0.925
0.15
0.845
0.075
0.575
0
0.985
0.925
0.7
0.2
0.075
0.635
0.2
0.15
0.35
1
0.45
0.05
1
0.655
0.83
0.925
0.795
0.25
0.725
0.075
0.85
0.155
0.2
0.15
0
0.075
0.925
0.775
0.085
0.85
0.3
1
0.08
0.085
0.075
0.275
0.3
0.85
0.8
0.925
0.925
0.915
0.1
0.355
0.2
0.31
0.2
0.455
0.8
0.15
0.2
0.9
0.8
1
0
0.845
0.775
0.92
0.55
0.075
0.495
0.85
0.215
0.5
0.015
0.075
0.845
0.85
0.8
0.81
0.505
0.2
0.075
0.225
0.075
0.85
0.5
0.575
0.23
0.13
0.5
0
0.475
0.925
0.875
1
0.235
0.925
0
0.875
0.6
0.8
0.135
0.875
0.225
0.4
1
0.175
0.01
0
0.7
0.85
1
0.15
0.84
0.9
0.845
1
0.925
0.15
0.01
0.65
0.775
0.55
0.005
0.855
0.005
0.8
0.85
0.325
0.895
0.65
0.75
0.4
0.85
0.045
0.725
0.85
0.65
0
0.085
0.485
0.2
0.15
0.84
0.65
0.15
0.655
0.925
0.5
1
0.845
1
0.65
0.85
1
0.85
0.075
0.23
0.03
0.07
0
0.5
0.215
0.165
0
0
0.85
0.5
0.675
0.15
0.86
0.8
0.05
0.5
0.885
0.56
0.23
0.645
0.15
0.5
0.925
0.425
0.2
0.08
0.15
0.95
0.775
0.075
0.25
0.075
0.15
0.7
0
0.015
0.085
0.85
0.9
0.955
1
0.97
0.15
0.155
0.225
0.925
0.2
0.925
0.7
0.3
0.3
0.925
0.35
0.85
0.05
0.925
0.375
0.23
0.8
0.075
0.455
0.925
0.8
0.8
0
0.045
0.35
0
0.2
0.125
0.35
0.85
0.92
0.925
0.235
0.8
0.055
0.15
0.22
0.85
0.05
0.925
0.225
0.075
0.025
0.915
0.925
0.55
0.075
0.8
0.85
0.295
0.15
0.15
0.15
0.695
0.5
0.6
0.825
0.2
0.5
0
0.8
0.575
0.075
0.815
0.975
0.38
0.7
0
0.075
0.645
0.355
0.85
0.075
0.2
0.6
0.235
0.165
0.8
0.4
0.15
1
0.1
0.5
0.925
0.925
0.95
0.795
0.225
0.08
0.68
0.225
0.405
0.95
0.05
0.925
1
0.025
0.4
0.8
0
0.8
0.65
0.75
0.925
0.725
0.085
0.7
0.01
0.075
0
0.625
0.85
0
0.915
0.15
0.225
0.145
0
0.07
0
0.725
0.15
0.925
0.7
0.015
0.425
1
0.925
0.925
0.8
0.55
0.5
0.075
0.075
0.35
0.935
1
0.225
0.2
0.15
0.495
0.075
0.925
0.775
0.8
0.85
0.8
0.5
0.075
0.94
0.16
0.205
1
0.96
0.2
0.975
0.5
0.975
0
0.8
1
0.49
0.9
0.915
0.625
0.3
0.7
0.835
0.255
0
0.225
0.8
0
0
0.925
0.23
0.825
0.625
0.875
0.645
0.5
0.85
0.96
0.925
0.2
0.155
1
0.055
0.85
0
0
0.205
0.4
0.4
1
0.15
1
0.4
0.925
0.325
0.625
0.155
0.75
0.925
0.15
0.85
0.11
0.985
0.35
0
0.985
0.35
0.8
0.85
0.6
0.7
0.65
0.925
0.23
1
0.925
0.92
0.3
1
0.775
0.075
0.85
0.925
0
0.85
0.89
0.7
0.205
0.035
0.85
0.84
0.975
0.95
0.95
0.31
0.7
0.27
0.075
1
0.495
0.125
0.4
0.525
0.925
0.85
0.725
0.675
0.85
0.925
0.2
0.8
0.2
0.075
0.3
0.675
0.45
0.925
0.775
0.575
0.35
0.925
0.98
0.4
0.225
0.645
0.35
0.32
0.3
0.5
0.97
0.82
0.65
0.7
0.925
0.12
0.925
0.95
0.92
0
0.15
0
0
0.85
0.92
0.895
0.025
0.845
0.2
0.575
0.075
0.05
0.375
0.22
0.05
0.875
0.85
0.15
0.85
0.745
0.465
0.075
0.36
0.65
0.8
1
0.3
0.35
0.2
1
0.4
0.845
0.4
0.275
0.55
1
0.89
0.15
0.15
0.285
0
0.89
0.2
0.925
0.2
0.08
0.02
0.5
0.615
0.035
1
0.655
0.345
0.3
0.405
0.75
0.7
0.65
0.645
0.155
0.195
0.465
0.275
0.15
0.7
0.075
0.77
0.925
1
0.925
0.85
0.305
0.075
0.3
0.925
0.925
0.8
0.2
0.265
0.495
0.965
0
0.875
0.2
0.275
0.58
0.935
0.5
0.18
0.25
0.77
0.375
0.375
0.85
0.505
0.68
1
0.5
0.9
0.225
0.65
0.875
0.35
0.075
0.5
0.15
0.465
0.7
0.5
0.3
0.92
0.45
0.16
0.925
0.3
0.6
0
0.145
0.925
0.09
0.925
0.75
0.645
0.05
0
0.925
0.405
0.85
0.095
0
0.075
0.35
0.9
0.55
0.8
0.705
0.075
0.55
0.5
0.8
0
0.715
0.195
0
0.4
0.15
0.5
0.965
0
0.2
1
0.66
0.8
0.275
0.8
0.925
0
0.8
0.15
0.85
0.735
0
0.145
0.77
0.3
0.925
0.8
0.025
0.85
0.8
0.1
0.915
0.45
0.005
0.835
0.575
0.925
0.075
0.925
0.4
0.08
0
0.85
0.85
0.45
0
1
0.925
0.225
0.795
0.835
0.085
0.79
0.22
0.775
0.225
0.075
0.075
0.85
0.15
0.15
0.5
0.3
0.845
0.74
0.875
0.325
0.925
0.305
0.05
0.8
0.15
0.505
0.65
0.225
0.85
0.15
0.2
0.085
0.215
0.55
0.8
0.875
0
0.2
0.21
1
0.925
0
0.73
0.385
0.85
0.8
0.8
0.45
0.15
0.15
0.65
0.075
1
0.22
0.72
0.3
0.925
0.85
0.27
0.85
0.98
0.85
0.85
0.85
0.075
1
0.8
0
0.95
0.925
0.95
0.3
0.845
0.8
0
0.15
0.35
0.855
0.805
0.8
0.68
0.925
0.99
0.275
0.165
0.84
0.15
0.425
0.075
0.7
0
0.275
0
0.925
0.655
0.65
0.625
0.925
0.15
0.5
0.85
0.795
0
0.925
0.085
0.925
0.15
0.35
0.7
0.15
0.7
0.725
0.07
0.875
0.85
0.23
0.7
0.65
0.55
0.2
0.85
0.475
0.85
0.625
1
0.85
0
0
0.15
0.65
0.925
0.575
0
0.85
0.4
0.8
0.645
0.35
0.975
0.625
0.07
0.85
1
0.925
0.26
0.925
0.075
1
0.975
0
0.925
0.65
0.85
0.6
0.945
0.095
0.2
0.12
0.85
0.95
0.26
0.145
0.075
0.575
1
0
0.075
0.935
0.925
0.5
0.7
0.965
0.875
0.075
1
0.16
0.85
0.8
0.075
0.925
0.225
0.065
0.2
0.625
0.99
0.65
0.92
0.5
0.95
0.5
0.35
0.075
0.23
1
0.925
0.635
0.625
0.99
0.7
0.93
0.275
0.85
0
0.925
0.925
0.075
0.125
0
0.85
0.925
0.075
0.35
0.08
1
0.545
0.5
0.775
0
0.29
0.225
0.37
0.725
0
0.235
0.15
0.155
0.155
0.85
0.8
0.5
0.875
0.225
0.8
0.35
0.7
0.85
0.675
0.775
0.575
0.5
0.79
0
1
0.075
0.925
0
0
0.2
0.38
0.35
0.575
1
0.455
0.325
0.65
0.99
0.845
0.925
0.8
1
0.23
0.58
0.225
0.075
1
0.15
0.7
0.16
1
0.265
0.8
0.155
0.575
0.925
0.85
0.75
0.83
0.15
0.6
0.2
0.85
0.85
0
0.795
1
0.01
0.505
0.925
0.275
0.5
1
0
0.5
0.575
0.16
0.925
0.5
0.85
0.15
0
0.3
0.825
0.375
0.225
0.575
0.85
0.35
0.15
0.5
0.805
0.775
0.355
0.795
0.555
0.305
0.855
0.4
0.15
0.28
0.07
0.075
0.775
0.825
0.84
0.75
0.925
0.275
0.725
0.9
0
0.8
0.6
0.075
0.85
1
0.775
0.5
0.2
0.8
0
0.075
0.85
0.2
0.2
0.925
1
0.065
0.15
0.65
0.925
0.85
0.925
0.575
0.75
0.925
1
0.445
0.15
0.15
0.075
0.78
0.8
0.95
0.93
0.35
0.275
0.94
0.6
0.925
0.15
0.35
0.15
0.075
0.075
0.925
0.15
0.165
0.4
0.35
0.275
0.29
0.275
0.7
0.775
0.075
0.925
0.725
0.15
0.69
0.725
0.225
0.85
0.645
0.45
0.225
0.505
0.85
0.925
0.79
0.225
0.075
0.85
0.925
0.85
0.075
0.925
0.15
0.975
0.075
1
0.925
0.35
0.925
0.225
0.075
0.35
0.15
0.8
0.65
0.075
0.925
0
0.165
0.85
0.45
0.05
0.07
0.75
0
0.28
0.695
0.85
0.925
0.85
0.2
1
0.8
0.65
0.855
0.125
0.92
0.92
0.905
0.2
0
0.645
0.45
0.925
0
0.725
0.85
0.45
0.7
0.445
0.975
0.9
0.85
0.15
0.225
0.075
0.85
0.155
0.225
0.8
0.575
0.5
0.35
0
0.85
0.275
0.125
0.65
0.145
0.2
0.005
1
0.5
0.05
0.075
0.975
0.275
0
0.85
0.375
0.575
0.835
0.925
0.82
0.15
0.035
0
0.755
0.33
0.8
0.225
0.85
0.8
0.075
0.6
0.8
0.4
0.98
0.5
0.025
0.725
0.075
0.2
0.075
0.37
1
0.925
0.78
0.325
0.15
0.85
0.74
0.15
0.075
0.59
1
